method,N,seed,estimate
uniform,256,18,0.34667672807204952
importance,256,18,0.34109877842276065
missing_half,256,18,0.04333459100900619
uniform,256,19,0.34340150185483831
importance,256,19,0.3342874701688181
missing_half,256,19,0.042925187731854789
uniform,256,20,0.35383649891976021
importance,256,20,0.34344165004155741
missing_half,256,20,0.044229562364970026
uniform,256,21,0.34419768669947381
importance,256,21,0.34416948460722069
missing_half,256,21,0.043024710837434227
uniform,256,22,0.34662054114325519
importance,256,22,0.33453942627010974
missing_half,256,22,0.043327567642906899
uniform,256,23,0.32886648620528169
importance,256,23,0.32965736711421706
missing_half,256,23,0.041108310775660212
uniform,256,24,0.35637068033679764
importance,256,24,0.34646015710118649
missing_half,256,24,0.044546335042099705
uniform,256,25,0.3084919851453039
importance,256,25,0.32797038342522811
missing_half,256,25,0.038561498143162988
uniform,256,26,0.34736265270412986
importance,256,26,0.34336813122605336
missing_half,256,26,0.043420331588016232
uniform,256,27,0.34385033230174716
importance,256,27,0.33361456066430856
missing_half,256,27,0.042981291537718395
uniform,256,28,0.35384773275129816
importance,256,28,0.34157082249908438
missing_half,256,28,0.04423096659391227
uniform,256,29,0.35965465565766402
importance,256,29,0.3421230225648621
missing_half,256,29,0.044956831957208003
uniform,256,30,0.307436524266679
importance,256,30,0.32243774784865348
missing_half,256,30,0.038429565533334875
uniform,256,31,0.30172160734669501
importance,256,31,0.32290299113845189
missing_half,256,31,0.037715200918336876
uniform,256,32,0.32066233850077491
importance,256,32,0.33298715258209055
missing_half,256,32,0.040082792312596864
uniform,256,33,0.36364084631082111
importance,256,33,0.34355076175613031
missing_half,256,33,0.045455105788852639
uniform,256,34,0.37023467227428425
importance,256,34,0.34385848661739732
missing_half,256,34,0.046279334034285531
uniform,256,35,0.34730423509985875
importance,256,35,0.33710666396893807
missing_half,256,35,0.043413029387482344
uniform,256,36,0.33368667396584301
importance,256,36,0.3325373681137786
missing_half,256,36,0.041710834245730376
uniform,256,37,0.3318015306855005
importance,256,37,0.33855956984431368
missing_half,256,37,0.041475191335687563
uniform,256,38,0.350350774239857
importance,256,38,0.34140854398126946
missing_half,256,38,0.043793846779982125
uniform,256,39,0.32549417462823316
importance,256,39,0.33556700331125378
missing_half,256,39,0.040686771828529145
uniform,256,40,0.31713843577866174
importance,256,40,0.32536040385621839
missing_half,256,40,0.039642304472332718
uniform,256,41,0.29816497433302386
importance,256,41,0.32860035295550633
missing_half,256,41,0.037270621791627982
uniform,256,42,0.31927716982743998
importance,256,42,0.32546495850019752
missing_half,256,42,0.039909646228429997
uniform,256,43,0.35630168549632385
importance,256,43,0.34097691998752844
missing_half,256,43,0.044537710687040481
uniform,256,44,0.3244316462760175
importance,256,44,0.32575970997329107
missing_half,256,44,0.040553955784502188
uniform,256,45,0.3401805872333763
importance,256,45,0.3331860667060445
missing_half,256,45,0.042522573404172037
uniform,256,46,0.30353325653159385
importance,256,46,0.31810318598794235
missing_half,256,46,0.037941657066449232
uniform,256,47,0.34913307098763913
importance,256,47,0.33989344688284845
missing_half,256,47,0.043641633873454891
uniform,256,48,0.31406361217888007
importance,256,48,0.32369132597962186
missing_half,256,48,0.039257951522360009
uniform,256,49,0.37021421909234348
importance,256,49,0.345987756481901
missing_half,256,49,0.046276777386542935
uniform,256,50,0.33797225016578042
importance,256,50,0.33345648682832119
missing_half,256,50,0.042246531270722552
uniform,256,51,0.30738822921658571
importance,256,51,0.31992966091020192
missing_half,256,51,0.038423528652073213
uniform,256,52,0.33720127073008821
importance,256,52,0.34165686263565226
missing_half,256,52,0.042150158841261026
uniform,256,53,0.34830117309408398
importance,256,53,0.34234847531249041
missing_half,256,53,0.043537646636760498
uniform,256,54,0.33152826971443033
importance,256,54,0.33080058569133647
missing_half,256,54,0.041441033714303792
uniform,256,55,0.34219114575280496
importance,256,55,0.33818821720318143
missing_half,256,55,0.04277389321910062
uniform,256,56,0.33760384783794661
importance,256,56,0.3307372548208028
missing_half,256,56,0.042200480979743327
uniform,256,57,0.3395487154394371
importance,256,57,0.33535700998715007
missing_half,256,57,0.042443589429929637
uniform,256,58,0.34887334321635705
importance,256,58,0.3376304487023094
missing_half,256,58,0.043609167902044631
uniform,256,59,0.35607412701342467
importance,256,59,0.34809576486660704
missing_half,256,59,0.044509265876678084
uniform,256,60,0.36493263750131888
importance,256,60,0.34631164382994623
missing_half,256,60,0.04561657968766486
uniform,256,61,0.34369335312322291
importance,256,61,0.3375125887428887
missing_half,256,61,0.042961669140402864
uniform,256,62,0.32425220381432557
importance,256,62,0.32937888607149063
missing_half,256,62,0.040531525476790696
uniform,256,63,0.36974358598172807
importance,256,63,0.34345463632253642
missing_half,256,63,0.046217948247716009
uniform,256,64,0.31690699386344917
importance,256,64,0.32469457284020314
missing_half,256,64,0.039613374232931146
uniform,256,65,0.30510087211613279
importance,256,65,0.32468323956245965
missing_half,256,65,0.038137609014516599
uniform,256,66,0.2897193969736433
importance,256,66,0.31877368250155225
missing_half,256,66,0.036214924621705412
uniform,256,67,0.32358385224922676
importance,256,67,0.32757384068257128
missing_half,256,67,0.040447981531153344
uniform,256,68,0.31759618283644275
importance,256,68,0.32632064601697996
missing_half,256,68,0.039699522854555344
uniform,256,69,0.29794118988122736
importance,256,69,0.32267566564007422
missing_half,256,69,0.037242648735153421
uniform,256,70,0.32816406720626429
importance,256,70,0.32627447288249217
missing_half,256,70,0.041020508400783036
uniform,256,71,0.32260635701178803
importance,256,71,0.32851214437280307
missing_half,256,71,0.040325794626473503
uniform,256,72,0.32813345397920407
importance,256,72,0.33587977909832273
missing_half,256,72,0.041016681747400509
uniform,256,73,0.30930803506125815
importance,256,73,0.32333246734176763
missing_half,256,73,0.038663504382657268
uniform,256,74,0.3597425024230006
importance,256,74,0.34033400280939152
missing_half,256,74,0.044967812802875075
uniform,256,75,0.31438174213384346
importance,256,75,0.32983834584579103
missing_half,256,75,0.039297717766730432
uniform,256,76,0.35864783110540299
importance,256,76,0.33827116602238166
missing_half,256,76,0.044830978888175374
uniform,256,77,0.32384148442258853
importance,256,77,0.32802187580968717
missing_half,256,77,0.040480185552823567
uniform,256,78,0.3474035866856382
importance,256,78,0.34162395741794488
missing_half,256,78,0.043425448335704775
uniform,256,79,0.37073502500412825
importance,256,79,0.34587684676475777
missing_half,256,79,0.046341878125516031
uniform,256,80,0.34329051292079726
importance,256,80,0.33717144919248176
missing_half,256,80,0.042911314115099658
uniform,256,81,0.32255128818442175
importance,256,81,0.32563166229675472
missing_half,256,81,0.040318911023052718
uniform,256,82,0.31749079464135399
importance,256,82,0.32646205837387959
missing_half,256,82,0.039686349330169249
uniform,256,83,0.32499648425243177
importance,256,83,0.33302625647022388
missing_half,256,83,0.040624560531553972
uniform,256,84,0.31329577899134786
importance,256,84,0.32657523645730929
missing_half,256,84,0.039161972373918483
uniform,256,85,0.30432965278353719
importance,256,85,0.32496725496341167
missing_half,256,85,0.038041206597942148
uniform,256,86,0.34369128273180188
importance,256,86,0.3362884742829283
missing_half,256,86,0.042961410341475235
uniform,256,87,0.33070453142860207
importance,256,87,0.33284015593271998
missing_half,256,87,0.041338066428575258
uniform,256,88,0.3270408149946849
importance,256,88,0.32473373049110615
missing_half,256,88,0.040880101874335613
uniform,256,89,0.32530227362736114
importance,256,89,0.32848458356374116
missing_half,256,89,0.040662784203420142
uniform,256,90,0.32927336796514323
importance,256,90,0.33544638819203837
missing_half,256,90,0.041159170995642903
uniform,256,91,0.35066141448901333
importance,256,91,0.34223939618545557
missing_half,256,91,0.043832676811126667
uniform,256,92,0.3262494996275922
importance,256,92,0.3275145893404432
missing_half,256,92,0.040781187453449025
uniform,256,93,0.30996666770615566
importance,256,93,0.3164107487088374
missing_half,256,93,0.038745833463269458
uniform,256,94,0.33175047565108629
importance,256,94,0.33331178795763267
missing_half,256,94,0.041468809456385786
uniform,256,95,0.3720211247374734
importance,256,95,0.34590328881791466
missing_half,256,95,0.046502640592184175
uniform,256,96,0.33784315662270109
importance,256,96,0.33447294570128583
missing_half,256,96,0.042230394577837636
uniform,256,97,0.284404958631848
importance,256,97,0.31353285927220376
missing_half,256,97,0.035550619828981
uniform,256,98,0.31926918200869464
importance,256,98,0.32622331589947012
missing_half,256,98,0.03990864775108683
uniform,256,99,0.33086154232305703
importance,256,99,0.3336634316958102
missing_half,256,99,0.041357692790382129
uniform,256,100,0.31006734884501713
importance,256,100,0.32226376272382407
missing_half,256,100,0.038758418605627142
uniform,256,101,0.34537709248744308
importance,256,101,0.34120049780947836
missing_half,256,101,0.043172136560930385
uniform,256,102,0.31677985449975399
importance,256,102,0.33016853029535498
missing_half,256,102,0.039597481812469248
uniform,256,103,0.34151771363341599
importance,256,103,0.33193730464955795
missing_half,256,103,0.042689714204176998
uniform,256,104,0.30310579100962287
importance,256,104,0.32042371198794339
missing_half,256,104,0.037888223876202859
uniform,256,105,0.34459573413012362
importance,256,105,0.33951472052780968
missing_half,256,105,0.043074466766265453
uniform,256,106,0.33453945029713095
importance,256,106,0.33134990140992332
missing_half,256,106,0.041817431287141368
uniform,256,107,0.31915084122465054
importance,256,107,0.32475528496349215
missing_half,256,107,0.039893855153081317
uniform,256,108,0.30398175059765142
importance,256,108,0.32169519580589157
missing_half,256,108,0.037997718824706428
uniform,256,109,0.36064584057412102
importance,256,109,0.34246989329970673
missing_half,256,109,0.045080730071765128
uniform,256,110,0.33497309774435158
importance,256,110,0.33206500057464283
missing_half,256,110,0.041871637218043947
uniform,256,111,0.33486653582448628
importance,256,111,0.3356029631253199
missing_half,256,111,0.041858316978060785
uniform,256,112,0.30119097296163405
importance,256,112,0.31907581165568261
missing_half,256,112,0.037648871620204256
uniform,256,113,0.32680737252507741
importance,256,113,0.3310482899141558
missing_half,256,113,0.040850921565634676
uniform,256,114,0.31266011391876136
importance,256,114,0.32780154552154706
missing_half,256,114,0.03908251423984517
uniform,256,115,0.31641965946946182
importance,256,115,0.32820330191578756
missing_half,256,115,0.039552457433682728
uniform,256,116,0.32463124200178467
importance,256,116,0.33155796584970154
missing_half,256,116,0.040578905250223084
uniform,256,117,0.38394695535386586
importance,256,117,0.34710243677741826
missing_half,256,117,0.047993369419233232
uniform,256,118,0.33816529175371268
importance,256,118,0.33256279653812276
missing_half,256,118,0.042270661469214085
uniform,256,119,0.31441320750148738
importance,256,119,0.32659236144665338
missing_half,256,119,0.039301650937685922
uniform,256,120,0.35424762182095026
importance,256,120,0.34016090424542017
missing_half,256,120,0.044280952727618783
uniform,256,121,0.35810795419122254
importance,256,121,0.34181855735912697
missing_half,256,121,0.044763494273902818
uniform,256,122,0.34720515332090124
importance,256,122,0.3370389680507006
missing_half,256,122,0.043400644165112655
uniform,256,123,0.3097438544983161
importance,256,123,0.33698683406550917
missing_half,256,123,0.038717981812289512
uniform,256,124,0.35198685847836586
importance,256,124,0.34066367587643798
missing_half,256,124,0.043998357309795733
uniform,256,125,0.32899990965799303
importance,256,125,0.3293857043980688
missing_half,256,125,0.041124988707249129
uniform,256,126,0.3039509645072197
importance,256,126,0.32392953909090855
missing_half,256,126,0.037993870563402463
uniform,256,127,0.32408068316482219
importance,256,127,0.32927533404290987
missing_half,256,127,0.040510085395602774
uniform,256,128,0.36196658805976961
importance,256,128,0.34288797035057667
missing_half,256,128,0.045245823507471201
uniform,256,129,0.27949462490880733
importance,256,129,0.30813627362759843
missing_half,256,129,0.034936828113600917
uniform,256,130,0.34950021766941697
importance,256,130,0.33688570662726552
missing_half,256,130,0.043687527208677121
uniform,256,131,0.3440099986976084
importance,256,131,0.34134606132378431
missing_half,256,131,0.04300124983720105
uniform,256,132,0.31415304867595878
importance,256,132,0.32630049834154951
missing_half,256,132,0.039269131084494847
uniform,256,133,0.32238822524549887
importance,256,133,0.32920558512518999
missing_half,256,133,0.040298528155687359
uniform,256,134,0.32579217177606545
importance,256,134,0.32807382691388187
missing_half,256,134,0.040724021472008182
uniform,256,135,0.35149132392121285
importance,256,135,0.33745113990345654
missing_half,256,135,0.043936415490151606
uniform,256,136,0.3306179577178916
importance,256,136,0.33171418587371404
missing_half,256,136,0.04132724471473645
uniform,256,137,0.34145524287354589
importance,256,137,0.34022028958523182
missing_half,256,137,0.042681905359193237
uniform,256,138,0.34847788671344293
importance,256,138,0.33677669876647703
missing_half,256,138,0.043559735839180366
uniform,256,139,0.34722489078938379
importance,256,139,0.3371554193181539
missing_half,256,139,0.043403111348672974
uniform,256,140,0.32438099271216175
importance,256,140,0.33401446145674946
missing_half,256,140,0.040547624089020219
uniform,256,141,0.34200894453226832
importance,256,141,0.34000767261017739
missing_half,256,141,0.04275111806653354
uniform,256,142,0.34702035979802492
importance,256,142,0.33690197878921074
missing_half,256,142,0.043377544974753116
uniform,256,143,0.32370319353052668
importance,256,143,0.32616978240037847
missing_half,256,143,0.040462899191315835
uniform,256,144,0.30178192637921264
importance,256,144,0.31908155637096702
missing_half,256,144,0.03772274079740158
uniform,256,145,0.29253228348194826
importance,256,145,0.31920657575847861
missing_half,256,145,0.036566535435243533
uniform,256,146,0.36656338803903005
importance,256,146,0.34864497777842285
missing_half,256,146,0.045820423504878756
uniform,256,147,0.3378732471642435
importance,256,147,0.32740651338822141
missing_half,256,147,0.042234155895530437
uniform,256,148,0.32225398858640691
importance,256,148,0.33090601767508987
missing_half,256,148,0.040281748573300864
uniform,256,149,0.37868676591459111
importance,256,149,0.34138561777865772
missing_half,256,149,0.047335845739323888
uniform,256,150,0.33205725650773943
importance,256,150,0.33646458715466554
missing_half,256,150,0.041507157063467429
uniform,256,151,0.35877974062112017
importance,256,151,0.34032442153001113
missing_half,256,151,0.044847467577640021
uniform,256,152,0.32914943670284763
importance,256,152,0.32822970583874705
missing_half,256,152,0.041143679587855954
uniform,256,153,0.32696659539332995
importance,256,153,0.32819146016675349
missing_half,256,153,0.040870824424166244
uniform,256,154,0.33261722880650363
importance,256,154,0.33287498442568403
missing_half,256,154,0.041577153600812954
uniform,256,155,0.31095268653376357
importance,256,155,0.32720511909400107
missing_half,256,155,0.038869085816720446
uniform,256,156,0.35089618124403082
importance,256,156,0.33572208588094221
missing_half,256,156,0.043862022655503853
uniform,256,157,0.34854678072590889
importance,256,157,0.33581260634288396
missing_half,256,157,0.043568347590738611
uniform,256,158,0.33618058425098923
importance,256,158,0.33660299729701604
missing_half,256,158,0.042022573031373654
uniform,256,159,0.34583104472053899
importance,256,159,0.33919630602613238
missing_half,256,159,0.043228880590067374
uniform,256,160,0.34220342295448763
importance,256,160,0.33653431599121758
missing_half,256,160,0.042775427869310954
uniform,256,161,0.35063976932352509
importance,256,161,0.33863970080843081
missing_half,256,161,0.043829971165440636
uniform,256,162,0.3401989600641479
importance,256,162,0.34036268647195544
missing_half,256,162,0.042524870008018488
uniform,256,163,0.34139702394561044
importance,256,163,0.32895470880900191
missing_half,256,163,0.042674627993201306
uniform,256,164,0.34078955927010979
importance,256,164,0.33654064752429841
missing_half,256,164,0.042598694908763723
uniform,256,165,0.3107711092122275
importance,256,165,0.324943605342423
missing_half,256,165,0.038846388651528438
uniform,256,166,0.34955666354300835
importance,256,166,0.34036642585779736
missing_half,256,166,0.043694582942876044
uniform,256,167,0.3409020788051188
importance,256,167,0.34089350203372454
missing_half,256,167,0.04261275985063985
uniform,256,168,0.35744808346723139
importance,256,168,0.34415791512669253
missing_half,256,168,0.044681010433403924
uniform,256,169,0.32779824115554757
importance,256,169,0.32743805633154821
missing_half,256,169,0.040974780144443446
uniform,256,170,0.34177835197332007
importance,256,170,0.33327432129549084
missing_half,256,170,0.042722293996665009
uniform,256,171,0.32823188428160416
importance,256,171,0.32580640133096517
missing_half,256,171,0.04102898553520052
uniform,256,172,0.3225767494790312
importance,256,172,0.33461591141169023
missing_half,256,172,0.0403220936848789
uniform,256,173,0.34509157843168903
importance,256,173,0.33564734128040663
missing_half,256,173,0.043136447303961128
uniform,256,174,0.34122000852792211
importance,256,174,0.33341896200419169
missing_half,256,174,0.042652501065990264
uniform,256,175,0.33873727252862318
importance,256,175,0.33152612828580713
missing_half,256,175,0.042342159066077897
uniform,256,176,0.35804202114305494
importance,256,176,0.34148943161139578
missing_half,256,176,0.044755252642881868
uniform,256,177,0.35178258214157937
importance,256,177,0.33801485900566536
missing_half,256,177,0.043972822767697421
uniform,256,178,0.32783438340152615
importance,256,178,0.32940597071895933
missing_half,256,178,0.040979297925190769
uniform,256,179,0.35459576162839934
importance,256,179,0.34195554849549659
missing_half,256,179,0.044324470203549918
uniform,256,180,0.33036096851045227
importance,256,180,0.33299629205412457
missing_half,256,180,0.041295121063806534
uniform,256,181,0.35707080813312592
importance,256,181,0.33693758452796796
missing_half,256,181,0.04463385101664074
uniform,256,182,0.34854692949971239
importance,256,182,0.33982259972705275
missing_half,256,182,0.043568366187464048
uniform,256,183,0.33401943426131353
importance,256,183,0.32570764409799297
missing_half,256,183,0.041752429282664191
uniform,256,184,0.31548841005652517
importance,256,184,0.32911972428164399
missing_half,256,184,0.039436051257065646
uniform,256,185,0.34067910607187019
importance,256,185,0.33590618157711943
missing_half,256,185,0.042584888258983773
uniform,256,186,0.3110822516247948
importance,256,186,0.32263887429514471
missing_half,256,186,0.03888528145309935
uniform,256,187,0.32350444442375842
importance,256,187,0.33097774655533185
missing_half,256,187,0.040438055552969802
uniform,256,188,0.3346005075588756
importance,256,188,0.33477706630412002
missing_half,256,188,0.04182506344485945
uniform,256,189,0.30736998412475353
importance,256,189,0.32802078420987113
missing_half,256,189,0.038421248015594191
uniform,256,190,0.33192161964388972
importance,256,190,0.32821525851119515
missing_half,256,190,0.041490202455486215
uniform,256,191,0.32062713216030608
importance,256,191,0.32862542973832098
missing_half,256,191,0.04007839152003826
uniform,256,192,0.37023733485908528
importance,256,192,0.34777224223058439
missing_half,256,192,0.04627966685738566
uniform,256,193,0.34943675027329174
importance,256,193,0.33778110318682025
missing_half,256,193,0.043679593784161468
uniform,256,194,0.33650525031564671
importance,256,194,0.33748232887708596
missing_half,256,194,0.042063156289455839
uniform,256,195,0.32861519932837358
importance,256,195,0.32714217562739611
missing_half,256,195,0.041076899916046697
uniform,256,196,0.347573047988745
importance,256,196,0.33960202783252524
missing_half,256,196,0.043446630998593125
uniform,256,197,0.33910845475898571
importance,256,197,0.3340027358826308
missing_half,256,197,0.042388556844873214
uniform,256,198,0.28402130417485255
importance,256,198,0.31612187773071343
missing_half,256,198,0.035502663021856569
uniform,256,199,0.31402723968299112
importance,256,199,0.3269738411693231
missing_half,256,199,0.03925340496037389
uniform,256,200,0.3611481655637051
importance,256,200,0.34333381503353744
missing_half,256,200,0.045143520695463138
uniform,256,201,0.33400449121769571
importance,256,201,0.33717688559558612
missing_half,256,201,0.041750561402211964
uniform,256,202,0.32914176622331376
importance,256,202,0.33623934733202687
missing_half,256,202,0.04114272077791422
uniform,256,203,0.34559184049747821
importance,256,203,0.33712371080568915
missing_half,256,203,0.043198980062184776
uniform,256,204,0.35199198191988046
importance,256,204,0.33863388865006783
missing_half,256,204,0.043998997739985057
uniform,256,205,0.35501297571734503
importance,256,205,0.34119210022208385
missing_half,256,205,0.044376621964668128
uniform,256,206,0.34231410589539224
importance,256,206,0.33714369370755559
missing_half,256,206,0.04278926323692403
uniform,256,207,0.34626951745050527
importance,256,207,0.33809990183766275
missing_half,256,207,0.043283689681313159
uniform,256,208,0.32938503849088596
importance,256,208,0.33457917510921548
missing_half,256,208,0.041173129811360745
uniform,256,209,0.33907333719397387
importance,256,209,0.3361085550591848
missing_half,256,209,0.042384167149246733
uniform,256,210,0.30559586478426276
importance,256,210,0.32193917228639513
missing_half,256,210,0.038199483098032845
uniform,256,211,0.34715717492906289
importance,256,211,0.33728512431783669
missing_half,256,211,0.043394646866132862
uniform,256,212,0.36660773530387469
importance,256,212,0.33975977475670133
missing_half,256,212,0.045825966912984337
uniform,256,213,0.34881191369775599
importance,256,213,0.33755255264372347
missing_half,256,213,0.043601489212219499
uniform,256,214,0.32962692245666325
importance,256,214,0.33098356402924628
missing_half,256,214,0.041203365307082906
uniform,256,215,0.32167744595470188
importance,256,215,0.32995647348514651
missing_half,256,215,0.040209680744337735
uniform,256,216,0.35631983533222611
importance,256,216,0.34413978210775537
missing_half,256,216,0.044539979416528264
uniform,256,217,0.30947517287870685
importance,256,217,0.32685703519095444
missing_half,256,217,0.038684396609838356
uniform,256,218,0.29294406268843592
importance,256,218,0.31396335079542642
missing_half,256,218,0.036618007836054491
uniform,256,219,0.35637391841339489
importance,256,219,0.3417708607397314
missing_half,256,219,0.044546739801674361
uniform,256,220,0.36355720772754063
importance,256,220,0.34823167986675513
missing_half,256,220,0.045444650965942579
uniform,256,221,0.3415356209340904
importance,256,221,0.33367457323771532
missing_half,256,221,0.0426919526167613
uniform,256,222,0.33390943075696938
importance,256,222,0.3365428301166894
missing_half,256,222,0.041738678844621173
uniform,256,223,0.34115306452830296
importance,256,223,0.3415538235687105
missing_half,256,223,0.04264413306603787
uniform,256,224,0.31179979040777983
importance,256,224,0.32463631739084969
missing_half,256,224,0.038974973800972479
uniform,256,225,0.36111509308071327
importance,256,225,0.33852164407699825
missing_half,256,225,0.045139386635089158
uniform,256,226,0.32669870843710141
importance,256,226,0.32915560897033591
missing_half,256,226,0.040837338554637677
uniform,256,227,0.33655608604928144
importance,256,227,0.33141856625984945
missing_half,256,227,0.042069510756160181
uniform,256,228,0.28939287053714452
importance,256,228,0.31334711981961716
missing_half,256,228,0.036174108817143065
uniform,256,229,0.33333459994418679
importance,256,229,0.3354301573026946
missing_half,256,229,0.041666824993023349
uniform,256,230,0.32639360788085858
importance,256,230,0.3320305826701081
missing_half,256,230,0.040799200985107323
uniform,256,231,0.32997267372679306
importance,256,231,0.32791487967327321
missing_half,256,231,0.041246584215849133
uniform,256,232,0.31472885793677746
importance,256,232,0.32756135904558653
missing_half,256,232,0.039341107242097183
uniform,256,233,0.33524453653200692
importance,256,233,0.33169377297786434
missing_half,256,233,0.041905567066500865
uniform,256,234,0.34864081172406819
importance,256,234,0.34615602703837733
missing_half,256,234,0.043580101465508524
uniform,256,235,0.33634248532458105
importance,256,235,0.33303980066609623
missing_half,256,235,0.042042810665572632
uniform,256,236,0.34540645670263947
importance,256,236,0.33588634155198438
missing_half,256,236,0.043175807087829934
uniform,256,237,0.32399521324503433
importance,256,237,0.33228774617184176
missing_half,256,237,0.040499401655629291
uniform,256,238,0.36323848828414973
importance,256,238,0.33719521184583678
missing_half,256,238,0.045404811035518716
uniform,256,239,0.37688259116705763
importance,256,239,0.35272879991636935
missing_half,256,239,0.047110323895882204
uniform,256,240,0.35412922638239747
importance,256,240,0.33941824699275408
missing_half,256,240,0.044266153297799683
uniform,256,241,0.34226867639533715
importance,256,241,0.33781354492638682
missing_half,256,241,0.042783584549417143
uniform,256,242,0.32488960478461698
importance,256,242,0.32794773477328021
missing_half,256,242,0.040611200598077123
uniform,256,243,0.34652946173696014
importance,256,243,0.34042963582913094
missing_half,256,243,0.043316182717120018
uniform,256,244,0.32578059133624493
importance,256,244,0.32489160503548026
missing_half,256,244,0.040722573917030616
uniform,256,245,0.32274519542983054
importance,256,245,0.32592241208038125
missing_half,256,245,0.040343149428728818
uniform,256,246,0.35467807364749537
importance,256,246,0.34641317907702318
missing_half,256,246,0.044334759205936922
uniform,256,247,0.3101545969960206
importance,256,247,0.32515184388688728
missing_half,256,247,0.038769324624502575
uniform,256,248,0.35076662858665186
importance,256,248,0.33390140168519028
missing_half,256,248,0.043845828573331483
uniform,256,249,0.31470740678118719
importance,256,249,0.3290659993666708
missing_half,256,249,0.039338425847648399
uniform,256,250,0.33150588637637285
importance,256,250,0.33692329919453112
missing_half,256,250,0.041438235797046606
uniform,256,251,0.31771666889891853
importance,256,251,0.32271843870917993
missing_half,256,251,0.039714583612364816
uniform,256,252,0.36334710491756583
importance,256,252,0.34301679967076604
missing_half,256,252,0.045418388114695729
uniform,256,253,0.34080491352153203
importance,256,253,0.33717465677161568
missing_half,256,253,0.042600614190191503
uniform,256,254,0.3251841997721352
importance,256,254,0.33267488672644469
missing_half,256,254,0.0406480249715169
uniform,256,255,0.34968303887847141
importance,256,255,0.33961911312668208
missing_half,256,255,0.043710379859808926
uniform,256,256,0.32035722445789433
importance,256,256,0.33148550518947095
missing_half,256,256,0.040044653057236791
uniform,1024,1,0.33197303420738605
importance,1024,1,0.33048695163209724
missing_half,1024,1,0.041496629275923257
uniform,1024,2,0.32718680315479998
importance,1024,2,0.33185133080867879
missing_half,1024,2,0.040898350394349997
uniform,1024,3,0.33221872326906476
importance,1024,3,0.33456001398904506
missing_half,1024,3,0.041527340408633096
uniform,1024,4,0.34596985415327525
importance,1024,4,0.33656355371356816
missing_half,1024,4,0.043246231769159406
uniform,1024,5,0.34172042092852634
importance,1024,5,0.33460492642924478
missing_half,1024,5,0.042715052616065792
uniform,1024,6,0.33448806895669764
importance,1024,6,0.33347453395028326
missing_half,1024,6,0.041811008619587205
uniform,1024,7,0.33788528308014315
importance,1024,7,0.33563688733329244
missing_half,1024,7,0.042235660385017894
uniform,1024,8,0.33471960145843432
importance,1024,8,0.3350411837641829
missing_half,1024,8,0.04183995018230429
uniform,1024,9,0.33243108252218878
importance,1024,9,0.33034028561468143
missing_half,1024,9,0.041553885315273598
uniform,1024,10,0.31334743994596581
importance,1024,10,0.32545012629100178
missing_half,1024,10,0.039168429993245726
uniform,1024,11,0.33584001920104051
importance,1024,11,0.33441075170850387
missing_half,1024,11,0.041980002400130063
uniform,1024,12,0.32522957854350037
importance,1024,12,0.33088598470900921
missing_half,1024,12,0.040653697317937547
uniform,1024,13,0.3303249905315867
importance,1024,13,0.32864025483011822
missing_half,1024,13,0.041290623816448338
uniform,1024,14,0.33369275384334629
importance,1024,14,0.33426293995026818
missing_half,1024,14,0.041711594230418286
uniform,1024,15,0.34123226053126454
importance,1024,15,0.3346222274799881
missing_half,1024,15,0.042654032566408068
uniform,1024,16,0.32381446120080537
importance,1024,16,0.32998655596511794
missing_half,1024,16,0.040476807650100671
uniform,1024,17,0.33801954262815903
importance,1024,17,0.3348128408358137
missing_half,1024,17,0.042252442828519879
uniform,1024,18,0.32327785453179048
importance,1024,18,0.33198414991456243
missing_half,1024,18,0.04040973181647381
uniform,1024,19,0.32291230923730324
importance,1024,19,0.32861863629524607
missing_half,1024,19,0.040364038654662905
uniform,1024,20,0.3608331368143724
importance,1024,20,0.34227888747830215
missing_half,1024,20,0.04510414210179655
uniform,1024,21,0.34145810742762012
importance,1024,21,0.33731706623159108
missing_half,1024,21,0.042682263428452515
uniform,1024,22,0.34010259857715314
importance,1024,22,0.33422625457894373
missing_half,1024,22,0.042512824822144142
uniform,1024,23,0.32149602399339539
importance,1024,23,0.32779192339914959
missing_half,1024,23,0.040187002999174423
uniform,1024,24,0.33981046148129002
importance,1024,24,0.33288985018525369
missing_half,1024,24,0.042476307685161252
uniform,1024,25,0.32799125371509591
importance,1024,25,0.33255329696621638
missing_half,1024,25,0.040998906714386989
uniform,1024,26,0.3360450107228875
importance,1024,26,0.33485672854535931
missing_half,1024,26,0.042005626340360938
uniform,1024,27,0.34426315932267804
importance,1024,27,0.33579854608438958
missing_half,1024,27,0.043032894915334755
uniform,1024,28,0.33448636113619934
importance,1024,28,0.33359351895651462
missing_half,1024,28,0.041810795142024917
uniform,1024,29,0.34445593965116938
importance,1024,29,0.33658858662758623
missing_half,1024,29,0.043056992456396173
uniform,1024,30,0.32057780763271299
importance,1024,30,0.32747515013319739
missing_half,1024,30,0.040072225954089123
uniform,1024,31,0.31846994609832396
importance,1024,31,0.32941439418062385
missing_half,1024,31,0.039808743262290495
uniform,1024,32,0.32418322165863012
importance,1024,32,0.33207153478199047
missing_half,1024,32,0.040522902707328765
uniform,1024,33,0.35507541396135728
importance,1024,33,0.34150631881176796
missing_half,1024,33,0.04438442674516966
uniform,1024,34,0.33879610883660521
