method,N,seed,estimate
importance,1024,34,0.33242220248084797
missing_half,1024,34,0.042349513604575652
uniform,1024,35,0.33514566422768871
importance,1024,35,0.33512983501478644
missing_half,1024,35,0.041893208028461089
uniform,1024,36,0.32394155680291842
importance,1024,36,0.33034997950345268
missing_half,1024,36,0.040492694600364802
uniform,1024,37,0.32852408619341161
importance,1024,37,0.3327334942873939
missing_half,1024,37,0.041065510774176452
uniform,1024,38,0.34093069927704139
importance,1024,38,0.33593997543166154
missing_half,1024,38,0.042616337409630174
uniform,1024,39,0.34106147960544914
importance,1024,39,0.33896917572466595
missing_half,1024,39,0.042632684950681142
uniform,1024,40,0.32075910105426292
importance,1024,40,0.32768967947171718
missing_half,1024,40,0.040094887631782865
uniform,1024,41,0.32248049133950785
importance,1024,41,0.33188771558282365
missing_half,1024,41,0.040310061417438481
uniform,1024,42,0.33487489770789658
importance,1024,42,0.33266978276049924
missing_half,1024,42,0.041859362213487072
uniform,1024,43,0.35264933351129041
importance,1024,43,0.33927811658829088
missing_half,1024,43,0.044081166688911301
uniform,1024,44,0.3303432043304062
importance,1024,44,0.33204962125942183
missing_half,1024,44,0.041292900541300775
uniform,1024,45,0.33535665029587775
importance,1024,45,0.33376005866490704
missing_half,1024,45,0.041919581286984718
uniform,1024,46,0.31060719894033495
importance,1024,46,0.32286382929266716
missing_half,1024,46,0.038825899867541869
uniform,1024,47,0.35552183219688083
importance,1024,47,0.34243354332775544
missing_half,1024,47,0.044440229024610103
uniform,1024,48,0.33042297481572652
importance,1024,48,0.3313449767852088
missing_half,1024,48,0.041302871851965815
uniform,1024,49,0.34245178037893614
importance,1024,49,0.33397574259527085
missing_half,1024,49,0.042806472547367018
uniform,1024,50,0.32586306421297501
importance,1024,50,0.3312154467019548
missing_half,1024,50,0.040732883026621876
uniform,1024,51,0.33001273498627198
importance,1024,51,0.32993242070873213
missing_half,1024,51,0.041251591873283998
uniform,1024,52,0.34004244624436469
importance,1024,52,0.33883116882223002
missing_half,1024,52,0.042505305780545587
uniform,1024,53,0.32013460165536328
importance,1024,53,0.33033308937910871
missing_half,1024,53,0.04001682520692041
uniform,1024,54,0.3284869278940995
importance,1024,54,0.33184745405666072
missing_half,1024,54,0.041060865986762438
uniform,1024,55,0.32784015139652473
importance,1024,55,0.33200913980704416
missing_half,1024,55,0.040980018924565591
uniform,1024,56,0.32443385744703479
importance,1024,56,0.32902151338521163
missing_half,1024,56,0.040554232180879349
uniform,1024,57,0.33030610780104014
importance,1024,57,0.33452042090908773
missing_half,1024,57,0.041288263475130017
uniform,1024,58,0.32640838678669304
importance,1024,58,0.32999163756722949
missing_half,1024,58,0.04080104834833663
uniform,1024,59,0.34573585688571751
importance,1024,59,0.34103266837792151
missing_half,1024,59,0.043216982110714688
uniform,1024,60,0.32485824588725865
importance,1024,60,0.32965788394508266
missing_half,1024,60,0.040607280735907331
uniform,1024,61,0.33547061940923634
importance,1024,61,0.33371485188766953
missing_half,1024,61,0.041933827426154542
uniform,1024,62,0.32532097765470408
importance,1024,62,0.33209413793810355
missing_half,1024,62,0.04066512220683801
uniform,1024,63,0.34889252356018308
importance,1024,63,0.33760578271089575
missing_half,1024,63,0.043611565445022885
uniform,1024,64,0.32236164899744996
importance,1024,64,0.32885339984370193
missing_half,1024,64,0.040295206124681245
uniform,1024,65,0.32530089691884617
importance,1024,65,0.33083960559150899
missing_half,1024,65,0.040662612114855771
uniform,1024,66,0.32486827087096276
importance,1024,66,0.33087636848227275
missing_half,1024,66,0.040608533858870345
uniform,1024,67,0.33082072226155312
importance,1024,67,0.33255720798951094
missing_half,1024,67,0.04135259028269414
uniform,1024,68,0.33694184575069414
importance,1024,68,0.33496961782480095
missing_half,1024,68,0.042117730718836767
uniform,1024,69,0.31492932638616156
importance,1024,69,0.32798222207614142
missing_half,1024,69,0.039366165798270195
uniform,1024,70,0.32234473356233712
importance,1024,70,0.32755286252324578
missing_half,1024,70,0.040293091695292139
uniform,1024,71,0.33533191514442207
importance,1024,71,0.33392205039221023
missing_half,1024,71,0.041916489393052758
uniform,1024,72,0.33659794231319856
importance,1024,72,0.33476997735946162
missing_half,1024,72,0.04207474278914982
uniform,1024,73,0.32576464712376785
importance,1024,73,0.32879389489321331
missing_half,1024,73,0.040720580890470981
uniform,1024,74,0.34230636519334418
importance,1024,74,0.3340301301161111
missing_half,1024,74,0.042788295649168022
uniform,1024,75,0.33918611868729071
importance,1024,75,0.33648498374289182
missing_half,1024,75,0.042398264835911338
uniform,1024,76,0.32449789767361104
importance,1024,76,0.32893176051629486
missing_half,1024,76,0.040562237209201379
uniform,1024,77,0.32575036701978616
importance,1024,77,0.33180180476815008
missing_half,1024,77,0.04071879587747327
uniform,1024,78,0.34334247060037143
importance,1024,78,0.33937067766278811
missing_half,1024,78,0.042917808825046429
uniform,1024,79,0.33269652978306941
importance,1024,79,0.32992477132288328
missing_half,1024,79,0.041587066222883676
uniform,1024,80,0.34272048653130749
importance,1024,80,0.33790318430922739
missing_half,1024,80,0.042840060816413436
uniform,1024,81,0.32816051106083699
importance,1024,81,0.33247869787218731
missing_half,1024,81,0.041020063882604624
uniform,1024,82,0.32275416795555983
importance,1024,82,0.32938455285400015
missing_half,1024,82,0.040344270994444979
uniform,1024,83,0.32416083913057886
importance,1024,83,0.33315239870103835
missing_half,1024,83,0.040520104891322357
uniform,1024,84,0.32444201677914797
importance,1024,84,0.33351225049308186
missing_half,1024,84,0.040555252097393496
uniform,1024,85,0.31725649474834472
importance,1024,85,0.32996187902564794
missing_half,1024,85,0.03965706184354309
uniform,1024,86,0.33316126739785235
importance,1024,86,0.33048384382732926
missing_half,1024,86,0.041645158424731543
uniform,1024,87,0.33694956160632761
importance,1024,87,0.33532756889117749
missing_half,1024,87,0.042118695200790951
uniform,1024,88,0.32754627481501791
importance,1024,88,0.32871247782046242
missing_half,1024,88,0.040943284351877239
uniform,1024,89,0.33683899107727117
importance,1024,89,0.33337698834754598
missing_half,1024,89,0.042104873884658896
uniform,1024,90,0.32476865836714947
importance,1024,90,0.33109576577692768
missing_half,1024,90,0.040596082295893683
uniform,1024,91,0.34134726934428777
importance,1024,91,0.33450435803294104
missing_half,1024,91,0.042668408668035972
uniform,1024,92,0.34138599956775539
importance,1024,92,0.33328776579066233
missing_half,1024,92,0.042673249945969424
uniform,1024,93,0.32713632376460516
importance,1024,93,0.32864385673135632
missing_half,1024,93,0.040892040470575645
uniform,1024,94,0.33828293834903878
importance,1024,94,0.33668817941154222
missing_half,1024,94,0.042285367293629847
uniform,1024,95,0.34035506249014558
importance,1024,95,0.3352442270605977
missing_half,1024,95,0.042544382811268197
uniform,1024,96,0.33557528695657241
importance,1024,96,0.33389548849810341
missing_half,1024,96,0.041946910869571551
uniform,1024,97,0.33777862181688456
importance,1024,97,0.33681009642799919
missing_half,1024,97,0.04222232772711057
uniform,1024,98,0.3300980483113013
importance,1024,98,0.33288302759307598
missing_half,1024,98,0.041262256038912662
uniform,1024,99,0.33725551697857875
importance,1024,99,0.33361991256128043
missing_half,1024,99,0.042156939622322344
uniform,1024,100,0.32404305379064063
importance,1024,100,0.33002290368613751
missing_half,1024,100,0.040505381723830079
uniform,1024,101,0.34413393627541566
importance,1024,101,0.33700854821335946
missing_half,1024,101,0.043016742034426958
uniform,1024,102,0.34231181730801707
importance,1024,102,0.33748120918191776
missing_half,1024,102,0.042788977163502134
uniform,1024,103,0.33332797269239817
importance,1024,103,0.33333033939922457
missing_half,1024,103,0.041665996586549771
uniform,1024,104,0.31297370408167025
importance,1024,104,0.32645061263201736
missing_half,1024,104,0.039121713010208781
uniform,1024,105,0.34749136238557726
importance,1024,105,0.34049268411249467
missing_half,1024,105,0.043436420298197158
uniform,1024,106,0.33956928155464511
importance,1024,106,0.33437894267334073
missing_half,1024,106,0.042446160194330639
uniform,1024,107,0.33868857922828449
importance,1024,107,0.33423095423560795
missing_half,1024,107,0.042336072403535562
uniform,1024,108,0.33751697495226451
importance,1024,108,0.33766601622095321
missing_half,1024,108,0.042189621869033064
uniform,1024,109,0.33993801955392416
importance,1024,109,0.33620570188477789
missing_half,1024,109,0.042492252444240521
uniform,1024,110,0.33823581407857367
importance,1024,110,0.33219269764414122
missing_half,1024,110,0.042279476759821709
uniform,1024,111,0.32914716995532411
importance,1024,111,0.33007140827134379
missing_half,1024,111,0.041143396244415514
uniform,1024,112,0.31782039570332066
importance,1024,112,0.3266142831055529
missing_half,1024,112,0.039727549462915082
uniform,1024,113,0.33875161738848591
importance,1024,113,0.3332797264870882
missing_half,1024,113,0.042343952173560739
uniform,1024,114,0.33518083147691735
importance,1024,114,0.33493178701675502
missing_half,1024,114,0.041897603934614669
uniform,1024,115,0.34560252997815294
importance,1024,115,0.33880014220245958
missing_half,1024,115,0.043200316247269117
uniform,1024,116,0.3226252235998755
importance,1024,116,0.33125171821820898
missing_half,1024,116,0.040328152949984437
uniform,1024,117,0.33293582078437234
importance,1024,117,0.33314511216645748
missing_half,1024,117,0.041616977598046542
uniform,1024,118,0.31469459219018592
importance,1024,118,0.32626032078321765
missing_half,1024,118,0.03933682402377324
uniform,1024,119,0.33961093460243097
importance,1024,119,0.33704401060301936
missing_half,1024,119,0.042451366825303871
uniform,1024,120,0.35683179151975708
importance,1024,120,0.34380589869556277
missing_half,1024,120,0.044603973939969635
uniform,1024,121,0.33367995778485177
importance,1024,121,0.33166321779675612
missing_half,1024,121,0.041709994723106471
uniform,1024,122,0.33702034468074243
importance,1024,122,0.33536410775784964
missing_half,1024,122,0.042127543085092804
uniform,1024,123,0.32200712101386086
importance,1024,123,0.33264545530599821
missing_half,1024,123,0.040250890126732608
uniform,1024,124,0.3413734172791667
importance,1024,124,0.33495324014839495
missing_half,1024,124,0.042671677159895838
uniform,1024,125,0.33515853360733744
importance,1024,125,0.332495900084888
missing_half,1024,125,0.04189481670091718
uniform,1024,126,0.3348643392939572
importance,1024,126,0.33165448045105927
missing_half,1024,126,0.04185804241174465
uniform,1024,127,0.32403158985676761
importance,1024,127,0.32888933761347655
missing_half,1024,127,0.040503948732095951
uniform,1024,128,0.34763101279258368
importance,1024,128,0.33664680987721513
missing_half,1024,128,0.04345387659907296
uniform,1024,129,0.31476462617154832
importance,1024,129,0.32272467665682913
missing_half,1024,129,0.03934557827144354
uniform,1024,130,0.34135987764668074
importance,1024,130,0.33522240299300021
missing_half,1024,130,0.042669984705835093
uniform,1024,131,0.34063587706967563
importance,1024,131,0.33661657620933372
missing_half,1024,131,0.042579484633709454
uniform,1024,132,0.3346939598333703
importance,1024,132,0.33455326357412879
missing_half,1024,132,0.041836744979171288
uniform,1024,133,0.3345571857284933
importance,1024,133,0.33197553263833007
missing_half,1024,133,0.041819648216061663
uniform,1024,134,0.34009591717418375
importance,1024,134,0.33541191383111685
missing_half,1024,134,0.042511989646772969
uniform,1024,135,0.34926083147164777
importance,1024,135,0.33855426430286428
missing_half,1024,135,0.043657603933955971
uniform,1024,136,0.32969784988559947
importance,1024,136,0.33203888870594889
missing_half,1024,136,0.041212231235699934
uniform,1024,137,0.34397013552594635
importance,1024,137,0.33922540850156657
missing_half,1024,137,0.042996266940743294
uniform,1024,138,0.34609553126823661
importance,1024,138,0.33669597347567265
missing_half,1024,138,0.043261941408529576
uniform,1024,139,0.34524911844175554
importance,1024,139,0.33736123641887933
missing_half,1024,139,0.043156139805219443
uniform,1024,140,0.33847580059945909
importance,1024,140,0.33781301631876459
missing_half,1024,140,0.042309475074932386
uniform,1024,141,0.34180798539408491
importance,1024,141,0.33669849694783271
missing_half,1024,141,0.042725998174260614
uniform,1024,142,0.33904166491550281
importance,1024,142,0.33682981035775433
missing_half,1024,142,0.042380208114437851
uniform,1024,143,0.33375851409342233
importance,1024,143,0.33170437562792127
missing_half,1024,143,0.041719814261677791
uniform,1024,144,0.32427419113277828
importance,1024,144,0.32954164850617446
missing_half,1024,144,0.040534273891597285
uniform,1024,145,0.31038089491275811
importance,1024,145,0.32339819148845489
missing_half,1024,145,0.038797611864094764
uniform,1024,146,0.3364531184307305
importance,1024,146,0.33469261709043802
missing_half,1024,146,0.042056639803841313
uniform,1024,147,0.33688555168307099
importance,1024,147,0.33403339571409046
missing_half,1024,147,0.042110693960383874
uniform,1024,148,0.3342125142601502
importance,1024,148,0.33457349916926993
missing_half,1024,148,0.041776564282518774
uniform,1024,149,0.34427200791428153
importance,1024,149,0.33635819861994076
missing_half,1024,149,0.043034000989285191
uniform,1024,150,0.33170730149057537
importance,1024,150,0.33432005601236725
missing_half,1024,150,0.041463412686321921
uniform,1024,151,0.33910890618042983
importance,1024,151,0.33576274147706409
missing_half,1024,151,0.042388613272553728
uniform,1024,152,0.33270181435442664
importance,1024,152,0.32932268299431733
missing_half,1024,152,0.04158772679430333
uniform,1024,153,0.32961031360371107
importance,1024,153,0.33150347905730493
missing_half,1024,153,0.041201289200463884
uniform,1024,154,0.32478468725209236
importance,1024,154,0.32871618993395824
missing_half,1024,154,0.040598085906511545
uniform,1024,155,0.32907265747464576
importance,1024,155,0.33312339010661213
missing_half,1024,155,0.04113408218433072
uniform,1024,156,0.33110387099688515
importance,1024,156,0.33139438278189398
missing_half,1024,156,0.041387983874610644
uniform,1024,157,0.33698355065267871
importance,1024,157,0.33144070849519397
missing_half,1024,157,0.042122943831584839
uniform,1024,158,0.3482801237147316
importance,1024,158,0.33902263536989613
missing_half,1024,158,0.043535015464341451
uniform,1024,159,0.34988664006484232
importance,1024,159,0.33908881955166564
missing_half,1024,159,0.043735830008105291
uniform,1024,160,0.33144664067983454
importance,1024,160,0.33381994658889541
missing_half,1024,160,0.041430830084979317
uniform,1024,161,0.33126524368646099
importance,1024,161,0.33210303910248012
missing_half,1024,161,0.041408155460807623
uniform,1024,162,0.34899302100749408
importance,1024,162,0.34051165172134074
missing_half,1024,162,0.043624127625936759
uniform,1024,163,0.32007433700632043
importance,1024,163,0.32680868815597136
missing_half,1024,163,0.040009292125790054
uniform,1024,164,0.33735090779009846
importance,1024,164,0.33373312756090839
missing_half,1024,164,0.042168863473762308
uniform,1024,165,0.32680032091636468
importance,1024,165,0.33045862027506806
missing_half,1024,165,0.040850040114545585
uniform,1024,166,0.3383101105527842
importance,1024,166,0.33552472955259804
missing_half,1024,166,0.042288763819098026
uniform,1024,167,0.32952665147690624
importance,1024,167,0.33323826360905928
missing_half,1024,167,0.04119083143461328
uniform,1024,168,0.34879897682293437
importance,1024,168,0.34097339071626148
missing_half,1024,168,0.043599872102866796
uniform,1024,169,0.33100630751995846
importance,1024,169,0.33238992437397125
missing_half,1024,169,0.041375788439994808
uniform,1024,170,0.32831179965717072
importance,1024,170,0.33189288257909555
missing_half,1024,170,0.04103897495714634
uniform,1024,171,0.3311819420877487
importance,1024,171,0.32909607595251689
missing_half,1024,171,0.041397742760968588
uniform,1024,172,0.33215209158865072
importance,1024,172,0.33145994438493348
missing_half,1024,172,0.04151901144858134
uniform,1024,173,0.3360385926822112
importance,1024,173,0.33203685728375126
missing_half,1024,173,0.0420048240852764
uniform,1024,174,0.34133738982000106
importance,1024,174,0.33523307635244254
missing_half,1024,174,0.042667173727500132
uniform,1024,175,0.31991625114124539
importance,1024,175,0.32740228622916112
missing_half,1024,175,0.039989531392655674
uniform,1024,176,0.34669189821084934
importance,1024,176,0.33669662048259152
missing_half,1024,176,0.043336487276356167
uniform,1024,177,0.3329240965690175
importance,1024,177,0.33058672630116587
missing_half,1024,177,0.041615512071127188
uniform,1024,178,0.32668521803684741
importance,1024,178,0.32806291789223185
missing_half,1024,178,0.040835652254605927
uniform,1024,179,0.33334771624928949
importance,1024,179,0.33204656659001797
missing_half,1024,179,0.041668464531161187
uniform,1024,180,0.3354009685225397
importance,1024,180,0.33358680506106941
missing_half,1024,180,0.041925121065317462
uniform,1024,181,0.33592899308427099
importance,1024,181,0.33282519728771354
missing_half,1024,181,0.041991124135533874
uniform,1024,182,0.33016747548310066
importance,1024,182,0.33314473156089586
missing_half,1024,182,0.041270934435387582
uniform,1024,183,0.33448586123433321
importance,1024,183,0.33032859272342374
missing_half,1024,183,0.041810732654291652
uniform,1024,184,0.34251161642895916
importance,1024,184,0.3372807544265421
missing_half,1024,184,0.042813952053619896
uniform,1024,185,0.33164815043662205
importance,1024,185,0.33032276546259659
missing_half,1024,185,0.041456018804577756
uniform,1024,186,0.33512395629441993
importance,1024,186,0.33252156247705672
missing_half,1024,186,0.041890494536802492
uniform,1024,187,0.32448149140908772
importance,1024,187,0.32977307989896398
missing_half,1024,187,0.040560186426135965
uniform,1024,188,0.32735356647616903
importance,1024,188,0.33110213338521249
missing_half,1024,188,0.040919195809521129
uniform,1024,189,0.32782710072005955
importance,1024,189,0.33119801195984311
missing_half,1024,189,0.040978387590007444
uniform,1024,190,0.33605166471866521
importance,1024,190,0.33188310538621096
missing_half,1024,190,0.042006458089833151
uniform,1024,191,0.32461538596606304
importance,1024,191,0.33156347653414886
missing_half,1024,191,0.04057692324575788
uniform,1024,192,0.35463827489787486
importance,1024,192,0.34017900210812696
missing_half,1024,192,0.044329784362234358
uniform,1024,193,0.35098630040799711
importance,1024,193,0.34105225202994982
missing_half,1024,193,0.043873287550999639
uniform,1024,194,0.3514717162262172
importance,1024,194,0.34097112357404408
missing_half,1024,194,0.04393396452827715
uniform,1024,195,0.32672835974904679
importance,1024,195,0.32921352411331634
missing_half,1024,195,0.040841044968630849
uniform,1024,196,0.3599694658543024
importance,1024,196,0.34324423264511444
missing_half,1024,196,0.044996183231787799
uniform,1024,197,0.33499650721094093
importance,1024,197,0.33400068591701998
missing_half,1024,197,0.041874563401367616
uniform,1024,198,0.31123492587508922
importance,1024,198,0.32381909006033277
missing_half,1024,198,0.038904365734386152
uniform,1024,199,0.32385827488773866
importance,1024,199,0.32875066681566151
missing_half,1024,199,0.040482284360967333
uniform,1024,200,0.35449591468832004
importance,1024,200,0.34158801279657047
missing_half,1024,200,0.044311989336040004
uniform,1024,201,0.33107340534975321
importance,1024,201,0.33361223681136409
missing_half,1024,201,0.041384175668719152
uniform,1024,202,0.33915566812569881
importance,1024,202,0.3365575870027297
missing_half,1024,202,0.042394458515712351
uniform,1024,203,0.33500130147930823
importance,1024,203,0.33455115681353736
missing_half,1024,203,0.041875162684913529
uniform,1024,204,0.33083041240446287
importance,1024,204,0.33405744923417002
missing_half,1024,204,0.041353801550557859
uniform,1024,205,0.34603841326337897
importance,1024,205,0.33816430495462318
missing_half,1024,205,0.043254801657922372
uniform,1024,206,0.32863813383038681
importance,1024,206,0.33159891045935919
missing_half,1024,206,0.041079766728798352
uniform,1024,207,0.34848482122107305
importance,1024,207,0.33898318983821973
missing_half,1024,207,0.043560602652634131
uniform,1024,208,0.33220402154434814
importance,1024,208,0.33169408796891986
missing_half,1024,208,0.041525502693043517
uniform,1024,209,0.33232996005639903
importance,1024,209,0.3337132518843835
missing_half,1024,209,0.041541245007049879
uniform,1024,210,0.32593696153848628
importance,1024,210,0.33012919919225731
missing_half,1024,210,0.040742120192310785
uniform,1024,211,0.3385116595797516
importance,1024,211,0.33546690418771757
missing_half,1024,211,0.04231395744746895
uniform,1024,212,0.3447820450752031
importance,1024,212,0.33860114519225243
missing_half,1024,212,0.043097755634400388
uniform,1024,213,0.3274333903779818
importance,1024,213,0.33238789800724555
missing_half,1024,213,0.040929173797247725
uniform,1024,214,0.32426661965425257
importance,1024,214,0.33226461548756397
missing_half,1024,214,0.040533327456781572
uniform,1024,215,0.34195359914237727
importance,1024,215,0.33592851387339057
missing_half,1024,215,0.042744199892797159
uniform,1024,216,0.33581273791740052
importance,1024,216,0.33182148039416631
missing_half,1024,216,0.041976592239675065
uniform,1024,217,0.33174105990048852
importance,1024,217,0.33288423304019649
missing_half,1024,217,0.041467632487561065
uniform,1024,218,0.32338048003771752
importance,1024,218,0.32937837119263613
missing_half,1024,218,0.04042256000471469
uniform,1024,219,0.32797474314573161
importance,1024,219,0.33131117728904591
missing_half,1024,219,0.040996842893216451
uniform,1024,220,0.34608363416494109
importance,1024,220,0.33875343980416689
missing_half,1024,220,0.043260454270617636
uniform,1024,221,0.35386473628015208
importance,1024,221,0.34108302671878787
missing_half,1024,221,0.04423309203501901
uniform,1024,222,0.31880094343327181
importance,1024,222,0.32860337010267227
missing_half,1024,222,0.039850117929158976
uniform,1024,223,0.34005336387323343
importance,1024,223,0.33593486737493505
missing_half,1024,223,0.042506670484154178
uniform,1024,224,0.3241456341871688
importance,1024,224,0.33018491038604053
missing_half,1024,224,0.0405182042733961
uniform,1024,225,0.36298818664057886
importance,1024,225,0.34159651944014541
missing_half,1024,225,0.045373523330072357
uniform,1024,226,0.32966334208388509
importance,1024,226,0.33080419682266943
missing_half,1024,226,0.041207917760485636
uniform,1024,227,0.32878297119336736
importance,1024,227,0.33367301845629127
missing_half,1024,227,0.04109787139917092
uniform,1024,228,0.32869005012557417
importance,1024,228,0.33078296556090875
missing_half,1024,228,0.041086256265696772
uniform,1024,229,0.34593651217953664
importance,1024,229,0.33654956094210403
missing_half,1024,229,0.04324206402244208
uniform,1024,230,0.3306040853301162
importance,1024,230,0.33206285411189418
missing_half,1024,230,0.041325510666264526
uniform,1024,231,0.34390780759224426
importance,1024,231,0.33765546293538418
missing_half,1024,231,0.042988475949030533
uniform,1024,232,0.32536648197539081
importance,1024,232,0.32966378511286309
missing_half,1024,232,0.040670810246923851
uniform,1024,233,0.34418603042996776
importance,1024,233,0.33824108065257624
missing_half,1024,233,0.04302325380374597
uniform,1024,234,0.34698741968862989
importance,1024,234,0.33982628533659121
missing_half,1024,234,0.043373427461078737
uniform,1024,235,0.33573674777281459
importance,1024,235,0.33514783761389549
missing_half,1024,235,0.041967093471601824
uniform,1024,236,0.32612781081989189
importance,1024,236,0.32856068854488807
missing_half,1024,236,0.040765976352486487
uniform,1024,237,0.33114204864559416
importance,1024,237,0.33462243244705187
missing_half,1024,237,0.041392756080699269
uniform,1024,238,0.344796064386651
importance,1024,238,0.33475826501934869
missing_half,1024,238,0.043099508048331375
uniform,1024,239,0.3465542968988235
importance,1024,239,0.33795538683491738
missing_half,1024,239,0.043319287112352937
uniform,1024,240,0.33492970646402576
importance,1024,240,0.33080640445595666
missing_half,1024,240,0.041866213308003219
uniform,1024,241,0.34615417591697495
importance,1024,241,0.33752217806373086
missing_half,1024,241,0.043269271989621869
uniform,1024,242,0.34449404996411909
importance,1024,242,0.33655015817686934
missing_half,1024,242,0.043061756245514886
uniform,1024,243,0.33789640791735026
importance,1024,243,0.33607663869291754
missing_half,1024,243,0.042237050989668783
uniform,1024,244,0.32619420903623514
importance,1024,244,0.32994935541481035
missing_half,1024,244,0.040774276129529392
uniform,1024,245,0.32548493334913292
importance,1024,245,0.33240272884072047
missing_half,1024,245,0.040685616668641615
uniform,1024,246,0.33475563658988233
importance,1024,246,0.33428446391885741
missing_half,1024,246,0.041844454573735292
uniform,1024,247,0.32333139410161466
importance,1024,247,0.33075928139320793
missing_half,1024,247,0.040416424262701832
uniform,1024,248,0.32278555298251077
importance,1024,248,0.32649488694961543
missing_half,1024,248,0.040348194122813846
uniform,1024,249,0.32620950387638048
importance,1024,249,0.32980365268680634
missing_half,1024,249,0.04077618798454756
uniform,1024,250,0.32518238741799232
importance,1024,250,0.33207849077417612
missing_half,1024,250,0.040647798427249041
uniform,1024,251,0.3190722845457577
importance,1024,251,0.3286792112734474
missing_half,1024,251,0.039884035568219713
uniform,1024,252,0.34896869153313531
importance,1024,252,0.3369526288227615
missing_half,1024,252,0.043621086441641914
uniform,1024,253,0.34567869266635221
importance,1024,253,0.33812368825075079
missing_half,1024,253,0.043209836583294026
uniform,1024,254,0.31642168205592958
importance,1024,254,0.32498380931670168
missing_half,1024,254,0.039552710256991197
uniform,1024,255,0.34610543576085046
importance,1024,255,0.34012007439732261
missing_half,1024,255,0.043263179470106307
uniform,1024,256,0.32862095832918814
importance,1024,256,0.33245538531713925
missing_half,1024,256,0.041077619791148517
uniform,4096,1,0.33794552577101528
importance,4096,1,0.33471835636943426
missing_half,4096,1,0.04224319072137691
uniform,4096,2,0.32358953003692231
importance,4096,2,0.32994777265399999
missing_half,4096,2,0.040448691254615289
uniform,4096,3,0.3305662000467266
importance,4096,3,0.33354566756954662
missing_half,4096,3,0.041320775005840825
uniform,4096,4,0.33631640761197051
importance,4096,4,0.33305810805470393
missing_half,4096,4,0.042039550951496314
uniform,4096,5,0.34058431096000491
importance,4096,5,0.33545233225300514
missing_half,4096,5,0.042573038870000614
uniform,4096,6,0.34160219696892385
importance,4096,6,0.33642982374089703
missing_half,4096,6,0.042700274621115482
uniform,4096,7,0.33452542514047506
importance,4096,7,0.33408877087172872
missing_half,4096,7,0.041815678142559383
uniform,4096,8,0.33200302676460097
importance,4096,8,0.33276368249971472
missing_half,4096,8,0.041500378345575122
uniform,4096,9,0.3279447855294052
importance,4096,9,0.33126181835833368
missing_half,4096,9,0.04099309819117565
uniform,4096,10,0.33067196544452604
importance,4096,10,0.33139206380827901
missing_half,4096,10,0.041333995680565755
uniform,4096,11,0.3370648063338354
importance,4096,11,0.33587007434837252
missing_half,4096,11,0.042133100791729425
uniform,4096,12,0.33357720538623603
importance,4096,12,0.33371392473716505
missing_half,4096,12,0.041697150673279504
uniform,4096,13,0.33078542750496426
importance,4096,13,0.33210632030425935
missing_half,4096,13,0.041348178438120532
uniform,4096,14,0.3411150610989952
importance,4096,14,0.33730595217956882
missing_half,4096,14,0.0426393826373744
uniform,4096,15,0.33572331329174271
importance,4096,15,0.33415224958134543
missing_half,4096,15,0.041965414161467839
uniform,4096,16,0.32957397150029755
importance,4096,16,0.33159976673246527
missing_half,4096,16,0.041196746437537193
uniform,4096,17,0.32772371158348163
importance,4096,17,0.33163186649014131
missing_half,4096,17,0.040965463947935203
uniform,4096,18,0.32626370562513379
importance,4096,18,0.33160098737745147
missing_half,4096,18,0.040782963203141724
uniform,4096,19,0.32969789021210677
importance,4096,19,0.33301695743909726
missing_half,4096,19,0.041212236276513346
uniform,4096,20,0.33428237222686602
importance,4096,20,0.33340839251593063
missing_half,4096,20,0.041785296528358253
uniform,4096,21,0.3362765170031316
importance,4096,21,0.33491880388551781
missing_half,4096,21,0.04203456462539145
uniform,4096,22,0.33134225875813422
importance,4096,22,0.33257820254094944
missing_half,4096,22,0.041417782344766778
uniform,4096,23,0.32685163753774243
importance,4096,23,0.33033746683577375
missing_half,4096,23,0.040856454692217804
uniform,4096,24,0.33540539326773772
importance,4096,24,0.33422983031237535
missing_half,4096,24,0.041925674158467215
uniform,4096,25,0.332333276446794
importance,4096,25,0.33389372408626705
missing_half,4096,25,0.04154165955584925
uniform,4096,26,0.33242245408702836
importance,4096,26,0.33309365769414234
missing_half,4096,26,0.041552806760878545
uniform,4096,27,0.33600736236925022
importance,4096,27,0.33380465998248371
missing_half,4096,27,0.042000920296156277
uniform,4096,28,0.33744688586409932
importance,4096,28,0.33472292887107541
missing_half,4096,28,0.042180860733012415
uniform,4096,29,0.33515129053217085
importance,4096,29,0.3338386236738411
missing_half,4096,29,0.041893911316521357
uniform,4096,30,0.33708043618310757
importance,4096,30,0.33445957984097413
missing_half,4096,30,0.042135054522888446
uniform,4096,31,0.33181518294863677
importance,4096,31,0.33310489212595173
missing_half,4096,31,0.041476897868579596
uniform,4096,32,0.32939206608480304
importance,4096,32,0.33153553199041313
missing_half,4096,32,0.04117400826060038
uniform,4096,33,0.33980242510480185
importance,4096,33,0.33486818847297967
missing_half,4096,33,0.042475303138100232
uniform,4096,34,0.33360448438182494
importance,4096,34,0.33239692568673418
missing_half,4096,34,0.041700560547728117
uniform,4096,35,0.33443103493667159
importance,4096,35,0.33453990268909967
missing_half,4096,35,0.041803879367083949
uniform,4096,36,0.33183313554627908
importance,4096,36,0.3328555906302792
missing_half,4096,36,0.041479141943284885
uniform,4096,37,0.32985872382534676
